id,url,t,epoch,hashtag_profile,keyword_profile,tag_profile,score
f0266dfe-f10d-11e5-a61f-e9c95c06edca,https://www.washingtonpost.com/opinions/brazil-is-on-the-brink-of-unraveling/2016/03/25/f0266dfe-f10d-11e5-a61f-e9c95c06edca_story.html,2016-03-25T22:56:33+00:00,1458946593.0,"{'#cuba': 0.38918918918918916, '#obama': 0.30810810810810807, '#news': 0.3027027027027027}","{'brazil': 0.2, 'brink': 0.2, 'buenos_aires': 0.2, 'latin_america': 0.2, 'president_obama': 0.2}","{'#cuba': 0.29189189189189185, '#obama': 0.23108108108108105, '#news': 0.22702702702702704, 'brazil': 0.05, 'brink': 0.05, 'buenos_aires': 0.05, 'latin_america': 0.05, 'president_obama': 0.05}",0.0022896903393819076
f4f28ee2-0721-11e6-bfed-ef65dff5970d,https://www.washingtonpost.com/opinions/a-recipe-for-instability-in-brazil/2016/04/21/f4f28ee2-0721-11e6-bfed-ef65dff5970d_story.html,2016-04-21T21:10:55+00:00,1461273055.0,{},"{'april': 0.2, 'brazil': 0.2, 'instability': 0.2, 'recipe': 0.2, 'way': 0.2}","{'april': 0.05, 'brazil': 0.05, 'instability': 0.05, 'recipe': 0.05, 'way': 0.05}",0.00226335411560728
5fd87662-5fde-11e6-9d2f-b1a3564181a1,https://www.washingtonpost.com/opinions/five-myths-about-brazil/2016/08/12/5fd87662-5fde-11e6-9d2f-b1a3564181a1_story.html,2016-08-12T15:00:03+00:00,1471014003.0,{},"{'author': 0.2, 'brazil': 0.2, 'journalist': 0.2, 'juliana_barbassa': 0.2, 'myths': 0.2}","{'author': 0.05, 'brazil': 0.05, 'journalist': 0.05, 'juliana_barbassa': 0.05, 'myths': 0.05}",0.0022238162032218113
f4e84056-6f93-11e6-8533-6b0b0ded0253,https://www.washingtonpost.com/opinions/global-opinions/a-difficult-but-necessary-outcome-in-brazil/2016/08/31/f4e84056-6f93-11e6-8533-6b0b0ded0253_story.html,2016-08-31T23:02:00+00:00,1472684520.0,{'#brazil': 1.0},"{'brazil': 0.2, 'chamber': 0.2, 'senate': 0.2, 'spectacle': 0.2}","{'#brazil': 0.75, 'brazil': 0.05, 'chamber': 0.05, 'senate': 0.05, 'spectacle': 0.05}",0.0021999655372767807
ff1d5f2833ee766481802e9a1c40e555,https://www.washingtonpost.com/news/worldviews/wp/2016/11/25/the-most-chilling-word-in-brazil/,2016-11-25T11:00:29+00:00,1480071629.0,{},"{'brazil': 0.2, 'city': 0.2, 'god': 0.2, 'weekend': 0.2, 'word': 0.2}","{'brazil': 0.05, 'city': 0.05, 'god': 0.05, 'weekend': 0.05, 'word': 0.05}",0.002198689370271734
e0b205ea-1935-11e6-924d-838753295f9a,https://www.washingtonpost.com/opinions/brazil-endures-more-turmoil/2016/05/13/e0b205ea-1935-11e6-924d-838753295f9a_story.html,2016-05-14T00:10:23+00:00,1463184623.0,"{'#brazil': 0.4487804878048781, '#dilma': 0.2829268292682927, '#rousseff': 0.26829268292682934}","{'brazil': 0.2, 'president_dilma_rousseff': 0.2, 'rule': 0.2, 'thirteen_years': 0.2, 'turmoil': 0.2}","{'#brazil': 0.3365853658536586, '#dilma': 0.21219512195121953, '#rousseff': 0.20121951219512202, 'brazil': 0.05, 'president_dilma_rousseff': 0.05, 'rule': 0.05, 'thirteen_years': 0.05, 'turmoil': 0.05}",0.002186229261955411
6040162e-707c-11e6-993f-73c693a89820,https://www.washingtonpost.com/opinions/the-brazil-charges-were-not-arcane/2016/09/02/6040162e-707c-11e6-993f-73c693a89820_story.html,2016-09-02T22:10:55+00:00,1472854255.0,"{'#brazil': 0.5519999999999999, '#dilmarousseff': 0.44800000000000006}","{""'arcane"": 0.2, 'brazil': 0.2, 'charges': 0.2, 'president_dilma_rousseff': 0.2, 'sept': 0.2}","{'#brazil': 0.4139999999999999, '#dilmarousseff': 0.3360000000000001, ""'arcane"": 0.05, 'brazil': 0.05, 'charges': 0.05, 'president_dilma_rousseff': 0.05, 'sept': 0.05}",0.002164282660320925
c8dfc014-5cca-11e6-84c1-6d27287896b5,https://www.washingtonpost.com/world/the_americas/brazilian-protesters-censored-at-olympics/2016/08/07/c8dfc014-5cca-11e6-84c1-6d27287896b5_story.html,2016-08-07T21:56:16+00:00,1470606976.0,"{'#olympics': 0.4069264069264069, '#rio2016': 0.30735930735930733, '#news': 0.2857142857142857}","{'controversy': 0.2, 'olympic_games': 0.2, 'protesters': 0.2, 'rio_de_janeiro': 0.2, 'weekend': 0.2}","{'#olympics': 0.3051948051948052, '#rio2016': 0.2305194805194805, '#news': 0.21428571428571427, 'controversy': 0.05, 'olympic_games': 0.05, 'protesters': 0.05, 'rio_de_janeiro': 0.05, 'weekend': 0.05}",0.002145554079535439
2dade282-4e20-11e6-bf27-405106836f96,https://www.washingtonpost.com/opinions/jujitsu-was-born-in-japan-not-brazil/2016/07/21/2dade282-4e20-11e6-bf27-405106836f96_story.html,2016-07-22T23:07:29+00:00,1469228849.0,{},"{'article': 0.2, 'brazil': 0.2, 'japan': 0.2, 'jujitsu': 0.2, 'july': 0.2}","{'article': 0.05, 'brazil': 0.05, 'japan': 0.05, 'jujitsu': 0.05, 'july': 0.05}",0.0021341957781973106
bc37bf08b81d32f5fd52ca9f9ea64820,https://www.washingtonpost.com/news/comic-riffs/wp/2015/11/02/can-brazilian-twin-cartoonists-adapt-a-dark-tale-of-brazilian-twins-yes-and-insightfully-so/,2015-11-02T16:10:24+00:00,1446480624.0,{},"{'dos_irmaos': 0.25, 'fabio_moon': 0.25, 'milton_hatoum': 0.25, 'twin': 0.25}","{'dos_irmaos': 0.0625, 'fabio_moon': 0.0625, 'milton_hatoum': 0.0625, 'twin': 0.0625}",0.002122437888698112
74a05f5e9cca98a4dc24682b5ddc9855,https://www.washingtonpost.com/news/the-switch/wp/2015/12/17/brazil-was-once-a-top-nsa-critic-now-it-has-blocked-whatsapp-for-not-giving-up-user-data/,2015-12-17T15:43:52+00:00,1450367032.0,"{'#brazil': 0.6267605633802817, '#whatsapp': 0.37323943661971837}","{'brazil': 0.2, 'irony': 0.2, 'national_security_agency': 0.2, 'whatsapp': 0.2}","{'#brazil': 0.4700704225352113, '#whatsapp': 0.27992957746478875, 'brazil': 0.05, 'irony': 0.05, 'national_security_agency': 0.05, 'whatsapp': 0.05}",0.002114790947109337
52985ed6-e7e3-11e5-a6f3-21ccdbc5f74e,https://www.washingtonpost.com/world/the_americas/hundreds-of-thousands-protest-throughout-brazil/2016/03/13/52985ed6-e7e3-11e5-a6f3-21ccdbc5f74e_story.html,2016-03-13T23:07:32+00:00,1457910452.0,"{'#follow': 0.34065934065934067, '#brazil': 0.32967032967032966, '#rt': 0.32967032967032966}","{'brazil': 0.2, 'luiz_inacio_lula': 0.2, 'president_dilma_rousseff': 0.2, 'rio_de_janeiro_hundreds': 0.2, 'thousands': 0.2}","{'#follow': 0.2554945054945055, '#brazil': 0.24725274725274726, '#rt': 0.24725274725274726, 'brazil': 0.05, 'luiz_inacio_lula': 0.05, 'president_dilma_rousseff': 0.05, 'rio_de_janeiro_hundreds': 0.05, 'thousands': 0.05}",0.002102771045986665
7bced494-a033-11e5-9ad2-568d814bbf3b,https://www.washingtonpost.com/world/the_americas/brazilian-protesters-demand-presidents-impeachment/2015/12/13/7bced494-a033-11e5-9ad2-568d814bbf3b_story.html,2015-12-13T23:13:34+00:00,1450048414.0,{'#news': 1.0},"{'impeachment': 0.2, 'president_dilma_rousseff': 0.2, 'protesters': 0.2, 'rio_de_janeiro_tens': 0.2, 'thousands': 0.2}","{'#news': 0.75, 'impeachment': 0.05, 'president_dilma_rousseff': 0.05, 'protesters': 0.05, 'rio_de_janeiro_tens': 0.05, 'thousands': 0.05}",0.0020635839286209613
5a3314e603de00d0ea71c82dc946c0f5,https://www.washingtonpost.com/news/worldviews/wp/2016/12/16/brazil-passes-the-mother-of-all-austerity-plans/,2016-12-16T15:21:15+00:00,1481901675.0,{},"{'austerity': 0.2, 'brazil': 0.2, 'imagine': 0.2, 'mother': 0.2, 'plans': 0.2}","{'austerity': 0.05, 'brazil': 0.05, 'imagine': 0.05, 'mother': 0.05, 'plans': 0.05}",0.0020339420952784717
e9678f3215abd1c7bd2764f31937e9d0,https://www.washingtonpost.com/news/soccer-insider/wp/2015/09/08/that-time-the-united-states-beat-brazil-in-soccer/,2015-09-08T12:30:30+00:00,1441715430.0,{'#soccer': 1.0},"{'brazil': 0.2, 'kasey_keller': 0.2, 'soccer': 0.2, 'time': 0.2, 'united': 0.2}","{'#soccer': 0.75, 'brazil': 0.05, 'kasey_keller': 0.05, 'soccer': 0.05, 'time': 0.05, 'united': 0.05}",0.002033833945532282
08bea644-6501-11e6-b4d8-33e931b5a26d,https://www.washingtonpost.com/world/the_americas/olympics-ends-in-relief-as-brazilians-showed-they-wouldnt-give-up/2016/08/21/08bea644-6501-11e6-b4d8-33e931b5a26d_story.html,2016-08-21T14:49:52+00:00,1471790992.0,"{'#rio': 0.5633802816901409, '#news': 0.4366197183098592}","{'brazilians': 0.2, 'dance': 0.2, 'olympics': 0.2, 'relief': 0.2, 'rio_de_janeiro_south_america': 0.2}","{'#rio': 0.4225352112676056, '#news': 0.3274647887323944, 'brazilians': 0.05, 'dance': 0.05, 'olympics': 0.05, 'relief': 0.05, 'rio_de_janeiro_south_america': 0.05}",0.002017403609731101
97cc437e-0187-11e6-8bb1-f124a43f84dc,https://www.washingtonpost.com/world/the_americas/a-historic-impeachment-vote-has-brazil-divided/2016/04/16/97cc437e-0187-11e6-8bb1-f124a43f84dc_story.html,2016-04-16T18:39:00+00:00,1460831940.0,"{'#breaking': 0.15084745762711865, '#brazil': 0.13898305084745763, '#rousseff': 0.1305084745762712, '#dilma': 0.12881355932203392, '#follow': 0.12203389830508475, '#rt': 0.11525423728813561, '#news': 0.10677966101694916, '#dilmarousseff': 0.10677966101694916}","{'brasilia_brazil': 0.2, 'dilma_rousseff': 0.2, 'impeachment': 0.2, 'national_congress': 0.2, 'south_america': 0.2}","{'#breaking': 0.11313559322033899, '#brazil': 0.10423728813559321, '#rousseff': 0.0978813559322034, '#dilma': 0.09661016949152544, '#follow': 0.09152542372881356, '#rt': 0.0864406779661017, '#news': 0.08008474576271188, '#dilmarousseff': 0.08008474576271188, 'brasilia_brazil': 0.05, 'dilma_rousseff': 0.05, 'impeachment': 0.05, 'national_congress': 0.05, 'south_america': 0.05}",0.0020007822512968236
18186514e4d69293cb12244387fc4a5f,https://www.washingtonpost.com/news/soccer-insider/wp/2016/06/13/monday-kickaround-brazil-ousted-on-handball-goal/,2016-06-13T13:35:38+00:00,1465824938.0,{},"{'czech_republic': 0.2, 'espn_deportes': 0.2, 'espn3com_noon': 0.2, 'toulouse_espn': 0.2, 'watch_espn': 0.2}","{'czech_republic': 0.05, 'espn_deportes': 0.05, 'espn3com_noon': 0.05, 'toulouse_espn': 0.05, 'watch_espn': 0.05}",0.001992717927141065
29aeb9d951d57fea65aa04caf5ab8c0b,https://www.washingtonpost.com/news/tablet/wp/2016/03/25/2016/03/25/biggest-story-you-missed-brazil-is-in-trouble-and-the-olympics-are-just-months-away/,2016-03-25T16:02:46+00:00,1458921766.0,"{'#rio': 0.5363636363636363, '#rt': 0.4636363636363636}","{'brazil': 0.2, 'months': 0.2, 'rio': 0.2, 'summer_olympics': 0.2, 'trouble': 0.2}","{'#rio': 0.4022727272727272, '#rt': 0.3477272727272727, 'brazil': 0.05, 'months': 0.05, 'rio': 0.05, 'summer_olympics': 0.05, 'trouble': 0.05}",0.001977274835040429
f71ce2f6-e4fa-421b-bbf1-942780eac2b4,https://www.washingtonpost.com/world/the_americas/the-olympics-are-a-test-and-brazil-may-be-failing-it/2016/08/12/f71ce2f6-e4fa-421b-bbf1-942780eac2b4_story.html,2016-08-12T22:58:53+00:00,1471042733.0,"{'#rio': 0.43540669856459335, '#rio2016': 0.2966507177033493, '#brazil': 0.2679425837320575}","{'brazil': 0.2, 'bus': 0.2, 'pass': 0.2, 'rio_de_janeiro': 0.2, 'test': 0.2}","{'#rio': 0.32655502392344504, '#rio2016': 0.22248803827751196, '#brazil': 0.2009569377990431, 'brazil': 0.05, 'bus': 0.05, 'pass': 0.05, 'rio_de_janeiro': 0.05, 'test': 0.05}",0.0019745891373026203
